**** All Elevator Calls (time,src,dest,state,elev dt) stage 9 ****
Elevator call,4.181791416969872,-7,-4,3,3, Done, dt, 44.81820858303013
Elevator call,9.088234750896163,-8,24,3,3, Done, dt, 106.91176524910384
Elevator call,23.235924121476728,-5,-3,3,3, Done, dt, 47.76407587852327
Elevator call,25.401489874449226,-4,86,3,3, Done, dt, 147.59851012555077
Elevator call,26.510341549025043,-3,-4,3,3, Done, dt, 66.48965845097496
Elevator call,47.1361150824805,-4,93,3,1, Done, dt, 64.8638849175195
Elevator call,48.17946317881706,-7,5,3,3, Done, dt, 55.82053682118294
Elevator call,59.41774733953457,-6,16,3,0, Done, dt, 36.58225266046543
Elevator call,59.8832891414022,-1,95,3,1, Done, dt, 63.1167108585978
Elevator call,61.94089619280976,-3,60,3,1, Done, dt, 36.05910380719024
Elevator call,65.68076513617825,-2,61,3,3, Done, dt, 84.31923486382175
Elevator call,75.72747458099184,-3,78,3,0, Done, dt, 43.27252541900816
Elevator call,80.54056995114593,-1,-2,3,1, Done, dt, 73.45943004885407
Elevator call,81.83610880045785,-4,71,3,3, Done, dt, 79.16389119954215
Elevator call,82.2221532378262,-4,84,3,6, Done, dt, 55.777846762173795
Elevator call,82.9367101264711,-4,46,3,6, Done, dt, 35.0632898735289
Elevator call,92.10943365362255,-8,49,3,7, Done, dt, 56.890566346377454
Elevator call,95.13692146543258,-5,2,3,7, Done, dt, 31.86307853456742
Elevator call,103.50040131951914,26,49,3,3, Done, dt, 35.49959868048086
Elevator call,121.34340971707047,-5,-1,3,8, Done, dt, 77.65659028292953
Elevator call,123.80909763203749,-8,-7,3,8, Done, dt, 20.190902367962508
Elevator call,132.11021714697108,-2,-3,3,8, Done, dt, 230.88978285302892
Elevator call,132.77424796408013,-8,11,3,8, Done, dt, 101.22575203591987
Elevator call,133.09649437009057,-6,-5,3,8, Done, dt, 32.90350562990943
Elevator call,139.35195885055145,-6,24,3,8, Done, dt, 118.64804114944855
Elevator call,140.07774477672046,-7,-9,3,1, Done, dt, 35.922255223279535
Elevator call,158.57731790638832,-2,55,3,8, Done, dt, 117.42268209361168
Elevator call,162.5783865236599,-3,17,3,8, Done, dt, 83.4216134763401
Elevator call,163.91308820296035,50,66,3,7, Done, dt, 25.086911797039647
Elevator call,166.5792335185672,14,-9,3,9, Done, dt, 105.42076648143279
Elevator call,171.13205518139944,-3,96,3,9, Done, dt, 53.86794481860056
Elevator call,173.23861817569536,-3,93,3,5, Done, dt, 55.761381824304635
Elevator call,175.25865387749332,80,90,3,0, Done, dt, 23.741346122506684
Elevator call,176.05584441521182,-4,-6,3,8, Done, dt, 208.94415558478818
Elevator call,180.32450295442027,-1,97,3,8, Done, dt, 136.67549704557973
Elevator call,191.66816507786712,-6,41,3,1, Done, dt, 92.33183492213288
Elevator call,193.1424188236001,-4,80,3,1, Done, dt, 125.85758117639989
Elevator call,194.5707567899667,-7,55,3,1, Done, dt, 101.42924321003329
Elevator call,196.8933046032405,0,74,3,8, Done, dt, 94.1066953967595
Elevator call,199.35338281051418,-5,-7,3,3, Done, dt, 24.646617189485823
Elevator call,202.0588368179283,2,81,3,8, Done, dt, 100.9411631820717
Elevator call,213.06929338362033,-1,2,3,1, Done, dt, 34.930706616379666
Elevator call,214.17098735159698,-1,55,3,1, Done, dt, 81.82901264840302
Elevator call,229.62913236711142,20,34,3,3, Done, dt, 47.370867632888576
Elevator call,230.3311762251119,-6,3,3,3, Done, dt, 22.668823774888097
Elevator call,234.18846669070967,-8,63,3,2, Done, dt, 77.81153330929033
Elevator call,236.19603518656163,-1,4,3,1, Done, dt, 33.80396481343837
Elevator call,245.00118178951175,-2,-7,3,2, Done, dt, 122.99881821048825
Elevator call,247.15937656576716,-6,74,3,1, Done, dt, 60.84062343423284
Elevator call,248.1361863827858,0,1,3,2, Done, dt, 22.86381361721419
Elevator call,255.08826677060074,-6,68,3,4, Done, dt, 81.91173322939926
Elevator call,255.68451652489853,-7,7,3,4, Done, dt, 40.31548347510147
Elevator call,262.0684767119137,-2,-3,3,7, Done, dt, 61.93152328808628
Elevator call,265.26480430256083,-6,90,3,4, Done, dt, 92.73519569743917
Elevator call,265.7078420957587,-9,49,3,0, Done, dt, 116.29215790424132
Elevator call,271.17696859816374,0,-7,3,7, Done, dt, 63.82303140183626
Elevator call,286.67337734089233,-6,-2,3,9, Done, dt, 45.32662265910767
Elevator call,287.7026182210793,-4,32,3,9, Done, dt, 95.29738177892068
Elevator call,287.7486588771819,-3,75,3,9, Done, dt, 116.25134112281808
Elevator call,289.24082415834073,-1,92,3,9, Done, dt, 139.75917584165927
Elevator call,290.46178777128875,-1,-8,3,7, Done, dt, 55.538212228711245
Elevator call,291.30132332590165,-6,86,3,9, Done, dt, 125.69867667409835
Elevator call,296.44641065700944,-8,-4,3,0, Done, dt, 43.55358934299056
Elevator call,299.50385926951026,-6,-5,3,0, Done, dt, 29.496140730489742
Elevator call,302.93773805633555,-8,-3,3,3, Done, dt, 25.062261943664453
Elevator call,306.65262159801273,-5,98,3,0, Done, dt, 106.34737840198727
Elevator call,309.2553589061131,-6,18,3,0, Done, dt, 45.74464109388691
Elevator call,314.8148905671228,28,50,3,0, Done, dt, 78.1851094328772
Elevator call,319.921273675204,-1,17,3,9, Done, dt, 49.07872632479598
Elevator call,321.148483898663,-2,-7,3,1, Done, dt, 52.85151610133698
Elevator call,323.5937696949097,0,-5,3,1, Done, dt, 39.406230305090276
Elevator call,325.864100845175,-7,-6,3,6, Done, dt, 44.13589915482498
Elevator call,326.8172244703037,18,69,3,3, Done, dt, 123.1827755296963
Elevator call,330.35945579752206,-7,-8,3,5, Done, dt, 77.64054420247794
Elevator call,342.83768345641806,-5,9,3,3, Done, dt, 51.16231654358194
Elevator call,343.0926825829945,62,-2,3,5, Done, dt, 41.907317417005515
Elevator call,345.53960262869464,-1,0,3,3, Done, dt, 26.460397371305362
Elevator call,345.8336522440543,0,97,3,9, Done, dt, 95.16634775594571
Elevator call,352.6777742067852,8,-2,3,7, Done, dt, 27.322225793214784
Elevator call,358.0458119846496,-2,4,3,7, Done, dt, 43.95418801535038
Elevator call,363.40017181747794,-5,-4,3,6, Done, dt, 28.59982818252206
Elevator call,364.9921415409958,8,51,3,3, Done, dt, 63.00785845900418
Elevator call,365.1533127424707,-7,89,3,4, Done, dt, 117.84668725752931
Elevator call,380.0707448639573,-3,4,3,1, Done, dt, 23.929255136042684
Elevator call,384.8563211642752,0,29,3,7, Done, dt, 44.14367883572481
Elevator call,390.09615924654486,27,57,3,3, Done, dt, 48.90384075345514
Elevator call,395.45742253599815,-4,26,3,8, Done, dt, 41.54257746400185
Elevator call,395.73854759820074,-3,78,3,8, Done, dt, 74.26145240179926
Elevator call,396.43490731897555,-4,58,3,8, Done, dt, 58.56509268102445
Elevator call,411.28077062611897,-4,68,3,6, Done, dt, 61.719229373881035
Elevator call,413.6312135767005,-7,35,3,2, Done, dt, 32.368786423299525
Elevator call,414.27507274689106,-7,-9,3,2, Done, dt, 73.72492725310894
Elevator call,419.45066909253546,-4,-5,3,1, Done, dt, 23.549330907464537
Elevator call,428.5102982477317,0,50,3,6, Done, dt, 29.489701752268275
Elevator call,429.0659883391452,-3,-4,3,5, Done, dt, 23.93401166085482
Elevator call,433.81811051591444,64,-4,3,7, Done, dt, 46.18188948408556
Elevator call,434.3958314542647,-5,-4,3,5, Done, dt, 40.60416854573532
Elevator call,440.1727155746237,-7,35,3,9, Done, dt, 57.82728442537632
Elevator call,453.66607097561405,-6,19,3,1, Done, dt, 78.33392902438595
Elevator call,454.5668277269865,22,39,3,3, Done, dt, 26.433172273013497
Elevator call,463.0393564689623,-5,39,3,0, Done, dt, 31.960643531037704
Elevator call,469.18477615398206,-3,49,3,1, Done, dt, 86.81522384601794
Elevator call,471.75471110342323,-7,89,3,8, Done, dt, 66.24528889657677
Elevator call,473.0429549101448,21,63,3,1, Done, dt, 94.95704508985523
Elevator call,474.3070306977895,-4,-5,3,5, Done, dt, 33.692969302210486
Elevator call,474.45165142120936,-2,97,3,1, Done, dt, 107.54834857879064
Elevator call,478.91208064371153,-1,17,3,1, Done, dt, 42.08791935628847
Elevator call,486.59299549223806,-2,0,3,1, Done, dt, 22.40700450776194
Elevator call,492.78010095888385,-4,-9,3,7, Done, dt, 12.21989904111615
Elevator call,494.49936123784255,-6,0,3,2, Done, dt, 37.50063876215745
Elevator call,497.2462712854499,-8,-9,3,1, Done, dt, 116.7537287145501
Elevator call,505.73075118422025,-5,22,3,2, Done, dt, 47.26924881577975
Elevator call,518.0674873174714,-2,4,3,5, Done, dt, 46.93251268252857
Elevator call,518.8597307131602,-1,31,3,5, Done, dt, 76.14026928683984
Elevator call,519.7795508562642,-2,89,3,5, Done, dt, 125.22044914373578
Elevator call,520.6845259397767,0,75,3,5, Done, dt, 99.31547406022332
Elevator call,522.889054075712,40,-6,3,0, Done, dt, 31.11094592428799
Elevator call,526.3233810051688,0,86,3,5, Done, dt, 107.67661899483119
Elevator call,533.5237445680609,-8,-3,3,7, Done, dt, 24.47625543193908
Elevator call,545.005345460256,0,5,3,5, Done, dt, 30.994654539744033
Elevator call,548.3665337616183,-7,-5,3,4, Done, dt, 12.633466238381743
Elevator call,548.6900304155893,0,56,3,9, Done, dt, 60.30996958441074
Elevator call,549.1632702255095,-8,77,3,9, Done, dt, 85.83672977449055
Elevator call,553.5609082468886,90,0,3,6, Done, dt, 49.43909175311137
Elevator call,555.4552072096462,-6,54,3,0, Done, dt, 23.544792790353767
Elevator call,559.1940814206334,96,-4,3,3, Done, dt, 36.80591857936656
Elevator call,566.051026142758,-3,14,3,7, Done, dt, 15.948973857241981
Elevator call,572.8436948832027,-3,59,3,9, Done, dt, 47.156305116797284
Elevator call,574.1047389248945,-9,-5,3,8, Done, dt, 33.89526107510551
Elevator call,574.3481746217017,-3,32,3,4, Done, dt, 59.65182537829833
Elevator call,574.3681907472371,-6,36,3,8, Done, dt, 54.63180925276288
Elevator call,584.0225092481037,-4,23,3,7, Done, dt, 32.97749075189631
Elevator call,589.3220302157054,-1,0,3,4, Done, dt, 18.677969784294646
Elevator call,593.4238521989803,-5,43,3,8, Done, dt, 47.576147801019715
Elevator call,595.240301638556,-4,-5,3,0, Done, dt, 34.75969836144395
Elevator call,602.3119125558949,-7,96,3,2, Done, dt, 87.68808744410512
Elevator call,612.6685743284766,40,49,3,7, Done, dt, 32.33142567152345
Elevator call,615.3214705159708,-4,-1,3,1, Done, dt, 23.67852948402924
Elevator call,616.5834013066426,13,-4,3,1, Done, dt, 57.4165986933574
Elevator call,617.2617391996332,30,-4,3,3, Done, dt, 30.73826080036679
Elevator call,625.6737731707408,-8,71,3,6, Done, dt, 42.32622682925921
Elevator call,645.8408958488867,-4,-5,3,0, Done, dt, 22.159104151113297
Elevator call,646.3320949034612,-4,85,3,0, Done, dt, 145.6679050965388
Elevator call,646.8274070936961,-3,71,3,0, Done, dt, 121.17259290630386
Elevator call,651.6616100376652,-9,-10,3,3, Done, dt, 22.33838996233476
Elevator call,652.3423759040506,-9,-5,3,8, Done, dt, 34.65762409594936
Elevator call,654.9657471123203,0,-9,3,1, Done, dt, 30.034252887679713
Elevator call,660.82094918865,-9,-8,3,4, Done, dt, 42.17905081134995
Elevator call,668.0095443645687,91,-9,3,5, Done, dt, 55.99045563543132
Elevator call,670.053024366634,0,-7,3,7, Done, dt, 23.946975633366037
Elevator call,670.7006556882616,-5,-2,3,7, Done, dt, 56.29934431173842
Elevator call,671.2986521056093,-2,67,3,7, Done, dt, 104.70134789439066
Elevator call,672.6859669912708,2,17,3,0, Done, dt, 63.31403300872921
Elevator call,674.3611196645684,-5,78,3,3, Done, dt, 62.63888033543162
Elevator call,674.9750781625828,0,82,3,0, Done, dt, 106.0249218374172
Elevator call,680.0040159326797,-6,-7,3,6, Done, dt, 52.99598406732025
Elevator call,683.9214709330106,-6,43,3,9, Done, dt, 54.078529066989404
Elevator call,685.7899147281221,-4,53,3,3, Done, dt, 38.210085271877915
Elevator call,685.9465266555999,-5,62,3,1, Done, dt, 29.053473344400118
Elevator call,686.8809676294788,-2,48,3,0, Done, dt, 66.11903237052115
Elevator call,690.5548998731508,4,90,3,3, Done, dt, 57.445100126849184
Elevator call,694.5321945201167,20,-8,3,6, Done, dt, 49.46780547988328
Elevator call,704.2817283322047,-4,66,3,7, Done, dt, 60.71827166779531
Elevator call,704.9255676993887,-9,-1,3,8, Done, dt, 13.074432300611306
Elevator call,725.0774220554047,-3,-9,3,8, Done, dt, 24.922577944595332
Elevator call,725.3808385116606,-6,75,3,5, Done, dt, 91.61916148833939
Elevator call,726.501528815714,-2,78,3,7, Done, dt, 62.49847118428602
Elevator call,728.9204567603763,-9,26,3,4, Done, dt, 39.07954323962372
Elevator call,738.0653974381796,0,70,3,4, Done, dt, 61.934602561820384
Elevator call,738.1397752634139,-4,4,3,5, Done, dt, 34.86022473658613
Elevator call,740.1307920286756,-8,84,3,1, Done, dt, 79.86920797132439
Elevator call,750.69381806053,0,51,3,5, Done, dt, 48.30618193946998
Elevator call,751.1946710751711,63,-7,3,3, Done, dt, 41.80532892482893
Elevator call,754.9447179481451,63,-2,3,3, Done, dt, 27.055282051854874
Elevator call,758.7157373503271,-5,55,3,1, Done, dt, 48.28426264967288
Elevator call,764.4626482566839,85,-6,3,7, Done, dt, 69.5373517433161
Elevator call,766.0673791986399,87,77,3,9, Done, dt, 47.932620801360144
Elevator call,768.3495790611828,-7,44,3,2, Done, dt, 57.650420938817206
Elevator call,771.1416490115539,-6,24,3,2, Done, dt, 34.85835098844609
Elevator call,771.490300327217,-2,23,3,1, Done, dt, 21.509699672782972
Elevator call,780.4436244298488,38,-3,3,0, Done, dt, 50.556375570151204
Elevator call,782.9467623474108,-2,8,3,6, Done, dt, 79.05323765258925
Elevator call,783.8184835126996,-6,31,3,6, Done, dt, 126.18151648730043
Elevator call,784.3560429846532,58,-4,3,8, Done, dt, 63.643957015346814
Elevator call,784.6461974899277,-2,-8,3,8, Done, dt, 74.35380251007234
Elevator call,785.7707852436414,-7,17,3,6, Done, dt, 89.2292147563586
Elevator call,786.4953523719712,-4,23,3,6, Done, dt, 100.5046476280288
Elevator call,789.0527516354119,-9,90,3,8, Done, dt, 125.94724836458806
Elevator call,791.9329289689284,-6,-4,3,6, Done, dt, 25.067071031071578
Elevator call,795.3461922336536,-2,-7,3,3, Done, dt, 22.653807766346404
Elevator call,803.8269297279746,-8,-2,3,4, Done, dt, 62.17307027202537
Elevator call,806.3304576538751,-2,68,3,3, Done, dt, 146.6695423461249
Elevator call,813.828160408871,-8,-3,3,3, Done, dt, 59.171839591129014
Elevator call,815.1884757787026,-9,22,3,3, Done, dt, 102.81152422129742
Elevator call,816.295641574233,-3,30,3,6, Done, dt, 82.70435842576705
Elevator call,819.2341386380958,-5,40,3,1, Done, dt, 120.76586136190417
Elevator call,820.5004117070181,-6,-8,3,0, Done, dt, 32.49958829298191
Elevator call,821.0035424564338,-3,0,3,6, Done, dt, 28.99645754356618
Elevator call,827.1554342836708,-2,33,3,6, Done, dt, 93.84456571632916
Elevator call,828.4291496803027,-2,52,3,6, Done, dt, 107.57085031969734
Elevator call,832.276301012376,-6,33,3,3, Done, dt, 96.72369898762395
Elevator call,839.3692862006214,-9,67,3,3, Done, dt, 102.63071379937855
Elevator call,842.2040746458388,16,33,3,1, Done, dt, 86.79592535416123
Elevator call,842.2405379274242,-4,10,3,1, Done, dt, 52.75946207257584
Elevator call,842.3650932299829,-8,44,3,7, Done, dt, 34.634906770017096
Elevator call,845.4214996495956,-9,81,3,9, Done, dt, 67.5785003504044
Elevator call,846.9077572903503,79,-7,3,5, Done, dt, 61.09224270964967
Elevator call,848.6894456349697,-4,-1,3,1, Done, dt, 24.31055436503027
Elevator call,856.0403285603771,-9,15,3,0, Done, dt, 26.959671439622866
Elevator call,863.895923216829,0,55,3,1, Done, dt, 88.10407678317097
Elevator call,864.359295674277,0,76,3,1, Done, dt, 100.64070432572305
Elevator call,866.6989970511988,-6,-2,3,2, Done, dt, 47.30100294880117
Elevator call,867.2166567003648,0,20,3,1, Done, dt, 49.78334329963525
Elevator call,872.9847192232742,-1,0,3,1, Done, dt, 11.015280776725831
Elevator call,873.118315583685,32,-2,3,2, Done, dt, 198.881684416315
Elevator call,885.5908011724378,39,-6,3,7, Done, dt, 35.40919882756225
Elevator call,886.7445845636927,-3,55,3,4, Done, dt, 74.25541543630732
Elevator call,888.0950713576301,0,14,3,3, Done, dt, 18.904928642369896
Elevator call,889.3261485733798,-5,-9,3,5, Done, dt, 29.673851426620217
Elevator call,889.9477497111027,-5,87,3,4, Done, dt, 97.05225028889731
Elevator call,891.9797376780748,-5,-4,3,4, Done, dt, 19.020262321925202
Elevator call,902.5104048384331,-6,47,3,0, Done, dt, 36.489595161566854
Elevator call,909.735555758748,0,42,3,2, Done, dt, 66.26444424125202
Elevator call,912.7398542961308,0,86,3,2, Done, dt, 95.26014570386917
Elevator call,918.4344403131109,36,0,3,9, Done, dt, 35.56555968688906
Elevator call,922.2746787078116,7,-6,3,7, Done, dt, 28.72532129218837
Elevator call,922.6406284570894,87,-7,3,8, Done, dt, 66.3593715429106
Elevator call,924.1034606979406,72,-3,3,8, Done, dt, 53.89653930205941
Elevator call,930.1398886357268,-9,29,3,5, Done, dt, 24.860111364273166
Elevator call,940.2094486969289,-3,97,3,6, Done, dt, 270.7905513030711
Elevator call,940.2730228839391,24,30,3,2, Done, dt, 19.72697711606088
Elevator call,954.9932392777995,30,-3,3,5, Done, dt, 32.00676072220051
Elevator call,958.9509054429163,63,-5,3,3, Done, dt, 28.049094557083663
Elevator call,963.4262853758344,0,-4,3,0, Done, dt, 23.573714624165632
Elevator call,969.750266656369,-2,30,3,6, Done, dt, 77.24973334363096
Elevator call,970.8400671259824,-6,0,3,9, Done, dt, 56.15993287401761
Elevator call,971.4571037128217,-3,28,3,9, Done, dt, 72.54289628717834
Elevator call,973.0380805057067,-7,-9,3,8, Done, dt, 26.961919494293284
Elevator call,974.1521738634532,-1,20,3,6, Done, dt, 38.847826136546814
Elevator call,974.6240768353061,-5,55,3,9, Done, dt, 86.37592316469386
Elevator call,974.8492392612048,4,29,3,7, Done, dt, 28.150760738795157
Elevator call,978.1060190923591,-3,-1,3,9, Done, dt, 37.89398090764087
Elevator call,980.0218721817095,0,89,3,6, Done, dt, 218.97812781829055
Elevator call,982.9829900844678,65,64,3,1, Done, dt, 24.017009915532185
Elevator call,987.4565812610923,-5,99,3,3, Done, dt, 41.54341873890769
Elevator call,991.8380642194511,-1,94,3,3, Done, dt, 26.1619357805489
Elevator call,1004.5840937418457,-3,-4,3,5, Done, dt, 11.415906258154337
Elevator call,1006.644668280045,0,-2,3,0, Done, dt, 12.355331719954961
Elevator call,1007.3764517652253,-4,34,3,0, Done, dt, 50.62354823477472
Elevator call,1010.2787265123015,27,-8,3,1, Done, dt, 49.721273487698454
Elevator call,1012.0694341543701,26,60,3,6, Done, dt, 62.93056584562987
Elevator call,1015.4481219926282,27,64,3,6, Done, dt, 126.55187800737178
Elevator call,1015.6514805206564,-9,8,3,8, Done, dt, 16.348519479343622
Elevator call,1016.6392689028651,16,0,3,1, Done, dt, 32.36073109713493
Elevator call,1018.7646483953819,-4,39,3,5, Done, dt, 26.23535160461813
Elevator call,1027.3156228747575,45,81,3,6, Done, dt, 159.68437712524246
Elevator call,1028.1439725817431,-9,59,3,7, Done, dt, 411.8560274182569
Elevator call,1030.8777840426587,0,88,3,0, Done, dt, 48.12221595734127
Elevator call,1035.635794733466,6,67,3,8, Done, dt, 37.3642052665341
Elevator call,1038.0386793004955,-4,62,3,3, Done, dt, 241.96132069950454
Elevator call,1038.6819925044956,-9,47,3,3, Done, dt, 208.3180074955044
Elevator call,1042.3053763174883,-3,13,3,4, Done, dt, 73.69462368251175
Elevator call,1042.6373575638618,-3,89,3,7, Done, dt, 467.36264243613823
Elevator call,1043.574103046873,76,-4,3,3, Done, dt, 453.425896953127
Elevator call,1044.0177868397086,-6,0,3,7, Done, dt, 64.9822131602914
Elevator call,1046.6322545309663,67,74,3,6, Done, dt, 128.3677454690337
Elevator call,1053.848650109099,-5,25,3,7, Done, dt, 82.15134989090097
Elevator call,1057.4188522281975,-5,67,3,7, Done, dt, 415.58114777180253
Elevator call,1059.5361171319416,-2,56,3,3, Done, dt, 198.46388286805836
Elevator call,1059.7857512311089,16,0,3,1, Done, dt, 25.21424876889114
Elevator call,1059.8037666133275,-4,3,3,7, Done, dt, 60.196233386672475
Elevator call,1062.518091595676,64,-6,3,9, Done, dt, 41.48190840432403
Elevator call,1069.5595427334245,7,85,3,3, Done, dt, 233.44045726657555
Elevator call,1071.377467635915,-9,-1,3,5, Done, dt, 39.62253236408492
Elevator call,1071.6887447678382,-8,18,3,2, Done, dt, 46.311255232161784
Elevator call,1073.5645592943752,-5,82,3,3, Done, dt, 218.43544070562484
Elevator call,1074.0805898827575,-9,-1,3,6, Done, dt, 40.91941011724248
Elevator call,1076.3729006352546,-9,94,3,3, Done, dt, 248.6270993647454
Elevator call,1077.2097449757084,-1,5,3,3, Done, dt, 112.79025502429158
Elevator call,1078.8042136153877,-7,68,3,0, Done, dt, 54.19578638461235
Elevator call,1081.6127537979828,-3,63,3,7, Done, dt, 380.3872462020172
Elevator call,1081.7301636082698,-9,33,3,3, Done, dt, 153.26983639173022
Elevator call,1082.3864040054536,-7,-3,3,3, Done, dt, 52.61359599454636
Elevator call,1089.3149239502677,-1,49,3,7, Done, dt, 73.68507604973229
Elevator call,1089.7957601221347,-5,18,3,3, Done, dt, 133.20423987786535
Elevator call,1091.2194687687856,-3,0,3,3, Done, dt, 87.78053123121435
Elevator call,1095.1815471760412,-2,15,3,3, Done, dt, 116.81845282395875
Elevator call,1096.0999823021803,-5,98,3,3, Done, dt, 239.90001769781975
Elevator call,1096.6054894566926,-8,14,3,1, Done, dt, 26.394510543307433
Elevator call,1100.9817318383548,0,-1,3,8, Done, dt, 23.01826816164521
Elevator call,1110.9363220869398,-6,75,3,9, Done, dt, 42.063677913060246
Elevator call,1114.1653055169322,-1,71,3,6, Done, dt, 49.83469448306778
Elevator call,1115.2165025504728,-4,58,3,3, Done, dt, 153.7834974495272
Elevator call,1119.783579622445,53,99,3,1, Done, dt, 124.2164203775551
Elevator call,1121.0769400235208,-5,71,3,2, Done, dt, 112.92305997647918
Elevator call,1122.868718892777,32,-4,3,1, Done, dt, 47.131281107223
Elevator call,1124.9912322090395,63,-7,3,8, Done, dt, 95.00876779096052
Elevator call,1128.5852622096318,46,75,3,9, Done, dt, 24.414737790368235
Elevator call,1131.0698906210787,0,-3,3,5, Done, dt, 24.930109378921316
Elevator call,1134.8574987720767,5,18,3,3, Done, dt, 88.14250122792328
Elevator call,1137.2864140890024,-7,41,3,4, Done, dt, 46.71358591099761
Elevator call,1139.157777509387,16,0,3,1, Done, dt, 19.84222249061304
Elevator call,1140.3723948727877,35,53,3,7, Done, dt, 33.62760512721229
Elevator call,1144.1632396969096,-4,4,3,2, Done, dt, 35.83676030309039
Elevator call,1150.2448648202667,-2,-5,3,0, Done, dt, 17.755135179733315
Elevator call,1152.2385698563921,-1,41,3,2, Done, dt, 56.76143014360787
Elevator call,1152.2388987256822,100,-6,3,9, Done, dt, 127.76110127431775
Elevator call,1155.3440631322128,-7,87,3,3, Done, dt, 158.6559368677872
Elevator call,1157.272031886082,18,-4,3,8, Done, dt, 51.727968113917996
Elevator call,1162.3930140610696,36,-9,3,7, Done, dt, 544.6069859389304
Elevator call,1164.5670072287041,4,0,3,8, Done, dt, 33.43299277129586
Elevator call,1167.6061698271772,16,75,3,5, Done, dt, 46.393830172822845
Elevator call,1171.8952195932939,70,-5,3,9, Done, dt, 97.10478040670614
Elevator call,1172.8286726384108,45,-3,3,9, Done, dt, 85.17132736158919
Elevator call,1173.5958205858167,-6,69,3,7, Done, dt, 310.4041794141833
Elevator call,1179.7031704957944,62,12,3,9, Done, dt, 64.29682950420556
Elevator call,1179.7417726184294,30,-3,3,7, Done, dt, 494.2582273815706
Elevator call,1181.5838794642152,-2,13,3,1, Done, dt, 33.416120535784785
Elevator call,1181.9436040070755,53,-8,3,9, Done, dt, 109.05639599292454
Elevator call,1182.2547530062716,91,-4,3,0, Done, dt, 80.74524699372841
Elevator call,1184.5011582392087,92,-5,3,4, Done, dt, 105.49884176079127
Elevator call,1189.3866649624872,-2,-7,3,3, Done, dt, 340.6133350375128
Elevator call,1195.063846203905,-2,0,3,1, Done, dt, 275.9361537960949
Elevator call,1197.1043515847557,-5,38,3,7, Done, dt, 206.8956484152443
Elevator call,1199.2797461581047,-4,99,3,7, Done, dt, 355.7202538418953
Elevator call,1201.7684039334035,-8,57,3,7, Done, dt, 227.23159606659647
Elevator call,1202.3389805669212,37,-7,3,1, Done, dt, 169.66101943307876
Elevator call,1202.357388514136,-5,-8,3,1, Done, dt, 180.6426114858641
Elevator call,1207.7173723092817,86,0,3,0, Done, dt, 44.2826276907183
Elevator call,1210.9847162664726,-2,73,3,6, Done, dt, 75.01528373352744
Elevator call,1226.106720716349,-7,78,3,5, Done, dt, 77.89327928365105
Elevator call,1227.8791639617948,-6,30,3,7, Done, dt, 153.1208360382052
